timestamp_shifted,endpoint_code,user_code,ip_code,timestamp,prev_timestamp
2026-01-01T06:39:42.322000Z,AUTH_ACTION_001,UUID_000091,IP_000064,2026-01-01 06:39:42.322000+00:00,
2026-01-01T06:39:42.330000Z,AUTH_ACTION_001,UUID_000091,IP_000064,2026-01-01 06:39:42.330000+00:00,2026-01-01 06:39:42.322000+00:00
2026-01-01T06:39:42.999000Z,AUTH_ACTION_002,UUID_000091,IP_000064,2026-01-01 06:39:42.999000+00:00,2026-01-01 06:39:42.330000+00:00
2026-01-01T06:39:43.002000Z,AUTH_ACTION_002,UUID_000091,IP_000064,2026-01-01 06:39:43.002000+00:00,2026-01-01 06:39:42.999000+00:00
2026-01-01T06:39:43.121000Z,NOTIFICATIONS_001,UUID_000091,IP_000002,2026-01-01 06:39:43.121000+00:00,2026-01-01 06:39:43.002000+00:00
2026-01-01T06:39:43.249000Z,ACTIVITY_ADD_001,UUID_000091,IP_000064,2026-01-01 06:39:43.249000+00:00,2026-01-01 06:39:43.121000+00:00
2026-01-01T06:39:43.253000Z,ACTIVITY_ADD_001,UUID_000091,IP_000064,2026-01-01 06:39:43.253000+00:00,2026-01-01 06:39:43.249000+00:00
2026-01-01T06:39:43.254000Z,ACTIVITY_ADD_001,UUID_000091,IP_000064,2026-01-01 06:39:43.254000+00:00,2026-01-01 06:39:43.253000+00:00
2026-01-01T06:39:43.255000Z,ACTIVITY_ADD_001,UUID_000091,IP_000064,2026-01-01 06:39:43.255000+00:00,2026-01-01 06:39:43.254000+00:00
2026-01-01T06:39:43.260000Z,ACTIVITY_ADD_001,UUID_000091,IP_000064,2026-01-01 06:39:43.260000+00:00,2026-01-01 06:39:43.255000+00:00
2026-01-01T06:39:43.261000Z,ACTIVITY_ADD_001,UUID_000091,IP_000064,2026-01-01 06:39:43.261000+00:00,2026-01-01 06:39:43.260000+00:00
2026-01-01T06:39:43.329000Z,RESERVATION_SEARCH_001,UUID_000091,IP_000064,2026-01-01 06:39:43.329000+00:00,2026-01-01 06:39:43.261000+00:00
2026-01-01T06:39:43.334000Z,RESERVATION_SEARCH_001,UUID_000091,IP_000064,2026-01-01 06:39:43.334000+00:00,2026-01-01 06:39:43.329000+00:00
2026-01-01T06:39:43.334000Z,RESERVATION_OTHER_003,UUID_000091,IP_000064,2026-01-01 06:39:43.334000+00:00,2026-01-01 06:39:43.334000+00:00
2026-01-01T06:39:43.335000Z,RESERVATION_SEARCH_001,UUID_000091,IP_000064,2026-01-01 06:39:43.335000+00:00,2026-01-01 06:39:43.334000+00:00
2026-01-01T06:39:43.340000Z,RESERVATION_OTHER_003,UUID_000091,IP_000064,2026-01-01 06:39:43.340000+00:00,2026-01-01 06:39:43.335000+00:00
2026-01-01T06:39:43.341000Z,RESERVATION_OTHER_003,UUID_000091,IP_000064,2026-01-01 06:39:43.341000+00:00,2026-01-01 06:39:43.340000+00:00
2026-01-01T06:39:43.343000Z,RESERVATION_SEARCH_001,UUID_000091,IP_000064,2026-01-01 06:39:43.343000+00:00,2026-01-01 06:39:43.341000+00:00
2026-01-01T06:39:43.351000Z,RESERVATION_OTHER_003,UUID_000091,IP_000064,2026-01-01 06:39:43.351000+00:00,2026-01-01 06:39:43.343000+00:00
2026-01-01T06:39:43.360000Z,RESERVATION_APP_001,UUID_000091,IP_000064,2026-01-01 06:39:43.360000+00:00,2026-01-01 06:39:43.351000+00:00
2026-01-01T06:39:43.364000Z,RESERVATION_APP_001,UUID_000091,IP_000064,2026-01-01 06:39:43.364000+00:00,2026-01-01 06:39:43.360000+00:00
2026-01-01T06:39:43.372000Z,HANDBOOK_TRANSPORT_TYPES_001,UUID_000091,IP_000064,2026-01-01 06:39:43.372000+00:00,2026-01-01 06:39:43.364000+00:00
2026-01-01T06:39:43.374000Z,HANDBOOK_TRANSPORT_TYPES_001,UUID_000091,IP_000064,2026-01-01 06:39:43.374000+00:00,2026-01-01 06:39:43.372000+00:00
2026-01-01T06:39:43.377000Z,HANDBOOK_TRANSPORT_TYPES_001,UUID_000091,IP_000064,2026-01-01 06:39:43.377000+00:00,2026-01-01 06:39:43.374000+00:00
2026-01-01T06:39:43.462000Z,NOTIFICATIONS_001,UUID_000091,IP_000002,2026-01-01 06:39:43.462000+00:00,2026-01-01 06:39:43.377000+00:00
2026-01-01T06:39:44.013000Z,RESERVATION_SEARCH_001,UUID_000091,IP_000064,2026-01-01 06:39:44.013000+00:00,2026-01-01 06:39:43.462000+00:00
2026-01-01T06:39:44.157000Z,RESERVATION_SEARCH_001,UUID_000091,IP_000064,2026-01-01 06:39:44.157000+00:00,2026-01-01 06:39:44.013000+00:00
2026-01-01T06:39:44.159000Z,RESERVATION_SEARCH_001,UUID_000091,IP_000064,2026-01-01 06:39:44.159000+00:00,2026-01-01 06:39:44.157000+00:00
2026-01-01T06:39:44.167000Z,RESERVATION_SEARCH_001,UUID_000091,IP_000064,2026-01-01 06:39:44.167000+00:00,2026-01-01 06:39:44.159000+00:00
2026-01-01T06:40:09.382000Z,CAPTCHA_CHECK_001,UUID_000091,IP_000064,2026-01-01 06:40:09.382000+00:00,2026-01-01 06:39:44.167000+00:00
2026-01-01T06:40:09.384000Z,CAPTCHA_CHECK_001,UUID_000091,IP_000064,2026-01-01 06:40:09.384000+00:00,2026-01-01 06:40:09.382000+00:00
2026-01-01T06:40:09.385000Z,HANDBOOK_TRANSPORT_TYPES_001,UUID_000091,IP_000064,2026-01-01 06:40:09.385000+00:00,2026-01-01 06:40:09.384000+00:00
2026-01-01T06:40:09.390000Z,HANDBOOK_TRANSPORT_TYPES_001,UUID_000091,IP_000064,2026-01-01 06:40:09.390000+00:00,2026-01-01 06:40:09.385000+00:00
2026-01-01T06:40:09.391000Z,HANDBOOK_TRANSPORT_TYPES_001,UUID_000091,IP_000064,2026-01-01 06:40:09.391000+00:00,2026-01-01 06:40:09.390000+00:00
2026-01-01T06:40:09.395000Z,HANDBOOK_TRANSPORT_TYPES_001,UUID_000091,IP_000064,2026-01-01 06:40:09.395000+00:00,2026-01-01 06:40:09.391000+00:00
2026-01-01T06:40:09.396000Z,HANDBOOK_TRANSPORT_TYPES_001,UUID_000091,IP_000064,2026-01-01 06:40:09.396000+00:00,2026-01-01 06:40:09.395000+00:00
2026-01-01T06:40:09.399000Z,HANDBOOK_TRANSPORT_TYPES_001,UUID_000091,IP_000064,2026-01-01 06:40:09.399000+00:00,2026-01-01 06:40:09.396000+00:00
2026-01-01T06:40:17.250000Z,RESERVATION_CREATE_DRAFT_STEP1_001,UUID_000091,IP_000064,2026-01-01 06:40:17.250000+00:00,2026-01-01 06:40:09.399000+00:00
2026-01-01T06:40:17.256000Z,RESERVATION_CREATE_DRAFT_STEP1_001,UUID_000091,IP_000064,2026-01-01 06:40:17.256000+00:00,2026-01-01 06:40:17.250000+00:00
2026-01-01T06:40:17.257000Z,RESERVATION_CREATE_DRAFT_STEP1_001,UUID_000091,IP_000064,2026-01-01 06:40:17.257000+00:00,2026-01-01 06:40:17.256000+00:00
2026-01-01T06:40:17.295000Z,RESERVATION_CREATE_DRAFT_STEP1_001,UUID_000091,IP_000064,2026-01-01 06:40:17.295000+00:00,2026-01-01 06:40:17.257000+00:00
2026-01-01T06:50:27.217000Z,VEHICLE_AUTOCOMPLETE_001,UUID_000091,IP_000064,2026-01-01 06:50:27.217000+00:00,2026-01-01 06:40:17.295000+00:00
2026-01-01T06:50:27.219000Z,VEHICLE_AUTOCOMPLETE_001,UUID_000091,IP_000064,2026-01-01 06:50:27.219000+00:00,2026-01-01 06:50:27.217000+00:00
2026-01-01T06:50:27.220000Z,VEHICLE_AUTOCOMPLETE_001,UUID_000091,IP_000064,2026-01-01 06:50:27.220000+00:00,2026-01-01 06:50:27.219000+00:00
2026-01-01T06:50:27.223000Z,VEHICLE_AUTOCOMPLETE_001,UUID_000091,IP_000064,2026-01-01 06:50:27.223000+00:00,2026-01-01 06:50:27.220000+00:00
2026-01-01T06:50:27.224000Z,VEHICLE_AUTOCOMPLETE_001,UUID_000091,IP_000064,2026-01-01 06:50:27.224000+00:00,2026-01-01 06:50:27.223000+00:00
2026-01-01T06:50:27.227000Z,VEHICLE_AUTOCOMPLETE_001,UUID_000091,IP_000064,2026-01-01 06:50:27.227000+00:00,2026-01-01 06:50:27.224000+00:00
2026-01-01T06:50:27.229000Z,VEHICLE_AUTOCOMPLETE_001,UUID_000091,IP_000064,2026-01-01 06:50:27.229000+00:00,2026-01-01 06:50:27.227000+00:00
2026-01-01T06:50:27.239000Z,VEHICLE_AUTOCOMPLETE_001,UUID_000091,IP_000064,2026-01-01 06:50:27.239000+00:00,2026-01-01 06:50:27.229000+00:00
2026-01-01T06:50:27.425000Z,VEHICLE_AUTOCOMPLETE_001,UUID_000091,IP_000064,2026-01-01 06:50:27.425000+00:00,2026-01-01 06:50:27.239000+00:00
2026-01-01T06:50:27.448000Z,VEHICLE_AUTOCOMPLETE_001,UUID_000091,IP_000064,2026-01-01 06:50:27.448000+00:00,2026-01-01 06:50:27.425000+00:00
2026-01-01T06:50:27.449000Z,VEHICLE_AUTOCOMPLETE_001,UUID_000091,IP_000064,2026-01-01 06:50:27.449000+00:00,2026-01-01 06:50:27.448000+00:00
2026-01-01T06:50:27.451000Z,VEHICLE_AUTOCOMPLETE_001,UUID_000091,IP_000064,2026-01-01 06:50:27.451000+00:00,2026-01-01 06:50:27.449000+00:00
2026-01-01T06:50:27.454000Z,VEHICLE_AUTOCOMPLETE_001,UUID_000091,IP_000064,2026-01-01 06:50:27.454000+00:00,2026-01-01 06:50:27.451000+00:00
2026-01-01T06:50:27.461000Z,VEHICLE_AUTOCOMPLETE_001,UUID_000091,IP_000064,2026-01-01 06:50:27.461000+00:00,2026-01-01 06:50:27.454000+00:00
2026-01-01T06:51:07.058000Z,VEHICLE_AUTOCOMPLETE_001,UUID_000091,IP_000064,2026-01-01 06:51:07.058000+00:00,2026-01-01 06:50:27.461000+00:00
2026-01-01T06:51:07.066000Z,VEHICLE_AUTOCOMPLETE_001,UUID_000091,IP_000064,2026-01-01 06:51:07.066000+00:00,2026-01-01 06:51:07.058000+00:00
2026-01-01T06:51:07.070000Z,VEHICLE_AUTOCOMPLETE_001,UUID_000091,IP_000064,2026-01-01 06:51:07.070000+00:00,2026-01-01 06:51:07.066000+00:00
2026-01-01T06:51:07.073000Z,VEHICLE_AUTOCOMPLETE_001,UUID_000091,IP_000064,2026-01-01 06:51:07.073000+00:00,2026-01-01 06:51:07.070000+00:00
2026-01-01T06:51:07.079000Z,VEHICLE_AUTOCOMPLETE_001,UUID_000091,IP_000064,2026-01-01 06:51:07.079000+00:00,2026-01-01 06:51:07.073000+00:00
2026-01-01T06:51:28.366000Z,RESERVATION_OTHER_005,UUID_000091,IP_000064,2026-01-01 06:51:28.366000+00:00,2026-01-01 06:51:07.079000+00:00
2026-01-01T06:51:28.416000Z,RESERVATION_OTHER_005,UUID_000091,IP_000064,2026-01-01 06:51:28.416000+00:00,2026-01-01 06:51:28.366000+00:00
2026-01-01T06:51:28.417000Z,RESERVATION_OTHER_005,UUID_000091,IP_000064,2026-01-01 06:51:28.417000+00:00,2026-01-01 06:51:28.416000+00:00
2026-01-01T06:51:28.419000Z,RESERVATION_OTHER_005,UUID_000091,IP_000064,2026-01-01 06:51:28.419000+00:00,2026-01-01 06:51:28.417000+00:00
2026-01-01T06:51:28.426000Z,RESERVATION_OTHER_005,UUID_000091,IP_000064,2026-01-01 06:51:28.426000+00:00,2026-01-01 06:51:28.419000+00:00
2026-01-01T06:51:28.427000Z,RESERVATION_OTHER_005,UUID_000091,IP_000064,2026-01-01 06:51:28.427000+00:00,2026-01-01 06:51:28.426000+00:00
2026-01-01T06:51:28.456000Z,RESERVATION_OTHER_005,UUID_000091,IP_000064,2026-01-01 06:51:28.456000+00:00,2026-01-01 06:51:28.427000+00:00
2026-01-01T06:51:31.275000Z,MISC_DRIVERS_API_AUTOCOMPLETE_001,UUID_000091,IP_000064,2026-01-01 06:51:31.275000+00:00,2026-01-01 06:51:28.456000+00:00
2026-01-01T06:51:31.313000Z,MISC_DRIVERS_API_AUTOCOMPLETE_001,UUID_000091,IP_000064,2026-01-01 06:51:31.313000+00:00,2026-01-01 06:51:31.275000+00:00
2026-01-01T06:51:31.331000Z,MISC_DRIVERS_API_AUTOCOMPLETE_001,UUID_000091,IP_000064,2026-01-01 06:51:31.331000+00:00,2026-01-01 06:51:31.313000+00:00
2026-01-01T06:51:32.009000Z,MISC_DRIVERS_API_AUTOCOMPLETE_001,UUID_000091,IP_000064,2026-01-01 06:51:32.009000+00:00,2026-01-01 06:51:31.331000+00:00
2026-01-01T06:51:32.014000Z,MISC_DRIVERS_API_AUTOCOMPLETE_001,UUID_000091,IP_000064,2026-01-01 06:51:32.014000+00:00,2026-01-01 06:51:32.009000+00:00
2026-01-01T06:51:32.015000Z,MISC_DRIVERS_API_AUTOCOMPLETE_001,UUID_000091,IP_000064,2026-01-01 06:51:32.015000+00:00,2026-01-01 06:51:32.014000+00:00
2026-01-01T06:51:32.028000Z,MISC_DRIVERS_API_AUTOCOMPLETE_001,UUID_000091,IP_000064,2026-01-01 06:51:32.028000+00:00,2026-01-01 06:51:32.015000+00:00
2026-01-01T06:51:32.330000Z,MISC_DRIVERS_API_AUTOCOMPLETE_001,UUID_000091,IP_000064,2026-01-01 06:51:32.330000+00:00,2026-01-01 06:51:32.028000+00:00
2026-01-01T06:51:32.337000Z,MISC_DRIVERS_API_AUTOCOMPLETE_001,UUID_000091,IP_000064,2026-01-01 06:51:32.337000+00:00,2026-01-01 06:51:32.330000+00:00
2026-01-01T06:51:32.338000Z,MISC_DRIVERS_API_AUTOCOMPLETE_001,UUID_000091,IP_000064,2026-01-01 06:51:32.338000+00:00,2026-01-01 06:51:32.337000+00:00
