timestamp_shifted,endpoint_code,user_code,ip_code,timestamp,prev_timestamp
2026-01-01T06:43:13.365000Z,AUTH_ACTION_001,UUID_000098,IP_000021,2026-01-01 06:43:13.365000+00:00,
2026-01-01T06:43:13.372000Z,AUTH_ACTION_001,UUID_000098,IP_000021,2026-01-01 06:43:13.372000+00:00,2026-01-01 06:43:13.365000+00:00
2026-01-01T06:43:17.836000Z,AUTH_ACTION_002,UUID_000098,IP_000021,2026-01-01 06:43:17.836000+00:00,2026-01-01 06:43:13.372000+00:00
2026-01-01T06:43:17.839000Z,AUTH_ACTION_002,UUID_000098,IP_000021,2026-01-01 06:43:17.839000+00:00,2026-01-01 06:43:17.836000+00:00
2026-01-01T06:43:17.842000Z,AUTH_ACTION_002,UUID_000098,IP_000021,2026-01-01 06:43:17.842000+00:00,2026-01-01 06:43:17.839000+00:00
2026-01-01T06:43:18.308000Z,NOTIFICATIONS_001,UUID_000098,IP_000002,2026-01-01 06:43:18.308000+00:00,2026-01-01 06:43:17.842000+00:00
2026-01-01T06:43:18.597000Z,NOTIFICATIONS_001,UUID_000098,IP_000002,2026-01-01 06:43:18.597000+00:00,2026-01-01 06:43:18.308000+00:00
2026-01-01T06:43:18.621000Z,ACTIVITY_ADD_001,UUID_000098,IP_000021,2026-01-01 06:43:18.621000+00:00,2026-01-01 06:43:18.597000+00:00
2026-01-01T06:43:18.623000Z,ACTIVITY_ADD_001,UUID_000098,IP_000021,2026-01-01 06:43:18.623000+00:00,2026-01-01 06:43:18.621000+00:00
2026-01-01T06:43:18.626000Z,ACTIVITY_ADD_001,UUID_000098,IP_000021,2026-01-01 06:43:18.626000+00:00,2026-01-01 06:43:18.623000+00:00
2026-01-01T06:43:18.627000Z,ACTIVITY_ADD_001,UUID_000098,IP_000021,2026-01-01 06:43:18.627000+00:00,2026-01-01 06:43:18.626000+00:00
2026-01-01T06:43:18.628000Z,ACTIVITY_ADD_001,UUID_000098,IP_000021,2026-01-01 06:43:18.628000+00:00,2026-01-01 06:43:18.627000+00:00
2026-01-01T06:43:18.631000Z,ACTIVITY_ADD_001,UUID_000098,IP_000021,2026-01-01 06:43:18.631000+00:00,2026-01-01 06:43:18.628000+00:00
2026-01-01T06:43:18.638000Z,ACTIVITY_ADD_001,UUID_000098,IP_000021,2026-01-01 06:43:18.638000+00:00,2026-01-01 06:43:18.631000+00:00
2026-01-01T06:43:18.697000Z,CAPTCHA_CHECK_001,UUID_000098,IP_000021,2026-01-01 06:43:18.697000+00:00,2026-01-01 06:43:18.638000+00:00
2026-01-01T06:43:18.702000Z,CAPTCHA_CHECK_001,UUID_000098,IP_000021,2026-01-01 06:43:18.702000+00:00,2026-01-01 06:43:18.697000+00:00
2026-01-01T06:43:18.703000Z,CAPTCHA_CHECK_001,UUID_000098,IP_000021,2026-01-01 06:43:18.703000+00:00,2026-01-01 06:43:18.702000+00:00
2026-01-01T06:43:18.714000Z,RESERVATION_CARD_001,UUID_000098,IP_000021,2026-01-01 06:43:18.714000+00:00,2026-01-01 06:43:18.703000+00:00
2026-01-01T06:43:18.722000Z,RESERVATION_CARD_001,UUID_000098,IP_000021,2026-01-01 06:43:18.722000+00:00,2026-01-01 06:43:18.714000+00:00
2026-01-01T06:43:18.725000Z,RESERVATION_CARD_001,UUID_000098,IP_000021,2026-01-01 06:43:18.725000+00:00,2026-01-01 06:43:18.722000+00:00
2026-01-01T06:43:18.869000Z,RESERVATION_SEARCH_001,UUID_000098,IP_000021,2026-01-01 06:43:18.869000+00:00,2026-01-01 06:43:18.725000+00:00
2026-01-01T06:43:18.877000Z,RESERVATION_SEARCH_001,UUID_000098,IP_000021,2026-01-01 06:43:18.877000+00:00,2026-01-01 06:43:18.869000+00:00
2026-01-01T06:43:18.952000Z,HANDBOOK_TRANSPORT_TYPES_001,UUID_000098,IP_000021,2026-01-01 06:43:18.952000+00:00,2026-01-01 06:43:18.877000+00:00
2026-01-01T06:43:18.986000Z,HANDBOOK_TRANSPORT_TYPES_001,UUID_000098,IP_000021,2026-01-01 06:43:18.986000+00:00,2026-01-01 06:43:18.952000+00:00
2026-01-01T06:43:18.989000Z,HANDBOOK_TRANSPORT_TYPES_001,UUID_000098,IP_000021,2026-01-01 06:43:18.989000+00:00,2026-01-01 06:43:18.986000+00:00
2026-01-01T06:43:19.536000Z,RESERVATION_SEARCH_001,UUID_000098,IP_000021,2026-01-01 06:43:19.536000+00:00,2026-01-01 06:43:18.989000+00:00
2026-01-01T06:43:19.706000Z,RESERVATION_SEARCH_001,UUID_000098,IP_000021,2026-01-01 06:43:19.706000+00:00,2026-01-01 06:43:19.536000+00:00
2026-01-01T06:43:19.713000Z,RESERVATION_SEARCH_001,UUID_000098,IP_000021,2026-01-01 06:43:19.713000+00:00,2026-01-01 06:43:19.706000+00:00
2026-01-01T06:43:19.725000Z,RESERVATION_SEARCH_001,UUID_000098,IP_000021,2026-01-01 06:43:19.725000+00:00,2026-01-01 06:43:19.713000+00:00
2026-01-01T06:43:20.661000Z,ACTIVITY_ADD_001,UUID_000098,IP_000021,2026-01-01 06:43:20.661000+00:00,2026-01-01 06:43:19.725000+00:00
2026-01-01T06:43:20.667000Z,ACTIVITY_ADD_001,UUID_000098,IP_000021,2026-01-01 06:43:20.667000+00:00,2026-01-01 06:43:20.661000+00:00
2026-01-01T06:43:20.671000Z,ACTIVITY_ADD_001,UUID_000098,IP_000021,2026-01-01 06:43:20.671000+00:00,2026-01-01 06:43:20.667000+00:00
2026-01-01T06:43:20.679000Z,RESERVATION_SEARCH_001,UUID_000098,IP_000021,2026-01-01 06:43:20.679000+00:00,2026-01-01 06:43:20.671000+00:00
2026-01-01T06:43:20.684000Z,RESERVATION_SEARCH_001,UUID_000098,IP_000021,2026-01-01 06:43:20.684000+00:00,2026-01-01 06:43:20.679000+00:00
2026-01-01T06:43:20.689000Z,RESERVATION_SEARCH_001,UUID_000098,IP_000021,2026-01-01 06:43:20.689000+00:00,2026-01-01 06:43:20.684000+00:00
2026-01-01T06:43:20.700000Z,RESERVATION_OTHER_003,UUID_000098,IP_000021,2026-01-01 06:43:20.700000+00:00,2026-01-01 06:43:20.689000+00:00
2026-01-01T06:43:20.712000Z,RESERVATION_OTHER_003,UUID_000098,IP_000021,2026-01-01 06:43:20.712000+00:00,2026-01-01 06:43:20.700000+00:00
2026-01-01T06:43:20.714000Z,RESERVATION_APP_001,UUID_000098,IP_000021,2026-01-01 06:43:20.714000+00:00,2026-01-01 06:43:20.712000+00:00
2026-01-01T06:43:20.718000Z,RESERVATION_APP_001,UUID_000098,IP_000021,2026-01-01 06:43:20.718000+00:00,2026-01-01 06:43:20.714000+00:00
2026-01-01T06:43:20.736000Z,HANDBOOK_TRANSPORT_TYPES_001,UUID_000098,IP_000021,2026-01-01 06:43:20.736000+00:00,2026-01-01 06:43:20.718000+00:00
2026-01-01T06:43:20.738000Z,HANDBOOK_TRANSPORT_TYPES_001,UUID_000098,IP_000021,2026-01-01 06:43:20.738000+00:00,2026-01-01 06:43:20.736000+00:00
2026-01-01T06:43:20.743000Z,HANDBOOK_TRANSPORT_TYPES_001,UUID_000098,IP_000021,2026-01-01 06:43:20.743000+00:00,2026-01-01 06:43:20.738000+00:00
2026-01-01T06:43:21.291000Z,RESERVATION_SEARCH_001,UUID_000098,IP_000021,2026-01-01 06:43:21.291000+00:00,2026-01-01 06:43:20.743000+00:00
2026-01-01T06:43:21.437000Z,RESERVATION_SEARCH_001,UUID_000098,IP_000021,2026-01-01 06:43:21.437000+00:00,2026-01-01 06:43:21.291000+00:00
2026-01-01T06:43:21.438000Z,RESERVATION_SEARCH_001,UUID_000098,IP_000021,2026-01-01 06:43:21.438000+00:00,2026-01-01 06:43:21.437000+00:00
2026-01-01T06:43:21.444000Z,RESERVATION_SEARCH_001,UUID_000098,IP_000021,2026-01-01 06:43:21.444000+00:00,2026-01-01 06:43:21.438000+00:00
2026-01-01T06:43:23.930000Z,CAPTCHA_CHECK_001,UUID_000098,IP_000021,2026-01-01 06:43:23.930000+00:00,2026-01-01 06:43:21.444000+00:00
2026-01-01T06:43:23.932000Z,CAPTCHA_CHECK_001,UUID_000098,IP_000021,2026-01-01 06:43:23.932000+00:00,2026-01-01 06:43:23.930000+00:00
